Gene	LINC1KD-1-D2-NTC_ATCACG_L008	LINC1KD-2-D2-658_CGATGT_L008	LINC1KD-3-D3-NTC_TTAGGC_L008	LINC1KD-4-1D3-658_TGACCA_L008	LINC1KD-5-2D3-NTC_GCCAAT_L008	LINC1KD-6-2D3-658_TAGCTT_L008
ENSMUSG00000087196.1	0	0	0	0	0	0
ENSMUSG00000087197.1	0	0	0	0	0	0
ENSMUSG00000087199.1	0	0	0	0	0	0
ENSMUSG00000087200.1	0	0	0	0	0	6
ENSMUSG00000087201.1	0	0	0	0	0	0
ENSMUSG00000087202.1	0	0	0	0	0	0
ENSMUSG00000087203.7	0	0	0	0	0	0
ENSMUSG00000087205.1	0	0	0	0	0	0
ENSMUSG00000087206.1	0	7	0	2	0	0
ENSMUSG00000087210.1	0	0	0	0	0	0
ENSMUSG00000087211.7	0	0	0	0	0	0
ENSMUSG00000087213.2	76	134	71	117	71	135
ENSMUSG00000087214.1	0	0	0	0	0	0
ENSMUSG00000087215.1	0	0	0	0	0	0
ENSMUSG00000087216.1	0	0	0	0	0	0
ENSMUSG00000087217.1	0	0	0	0	0	0
ENSMUSG00000087219.1	0	0	0	0	0	0
ENSMUSG00000087220.1	0	0	0	0	0	0
ENSMUSG00000087221.3	0	0	0	0	0	2
ENSMUSG00000087222.1	0	0	2	0	3	0
ENSMUSG00000087223.2	0	0	0	0	0	0
ENSMUSG00000087225.1	0	0	0	0	0	0
ENSMUSG00000087226.1	0	0	0	0	0	0
ENSMUSG00000087228.1	61	44	17	44	53	47
ENSMUSG00000087231.7	3	21	5	11	9	10
ENSMUSG00000087232.1	0	0	0	0	0	0
ENSMUSG00000087238.1	8	0	5	4	1	13
ENSMUSG00000087240.1	0	0	0	0	0	0
ENSMUSG00000087241.1	0	0	0	0	0	0
ENSMUSG00000087242.2	0	0	1	0	0	0
ENSMUSG00000087245.1	0	0	0	0	0	0
ENSMUSG00000087246.1	0	0	1	0	0	0
ENSMUSG00000087248.7	0	0	0	0	0	0
ENSMUSG00000087249.1	0	0	4	5	1	0
ENSMUSG00000087250.2	0	0	0	0	0	1
ENSMUSG00000087252.1	0	0	0	0	0	0
ENSMUSG00000087253.1	0	0	0	0	0	0
ENSMUSG00000087254.1	0	0	0	0	0	0
ENSMUSG00000087256.1	0	0	1	0	0	0
ENSMUSG00000087258.1	0	0	0	0	0	0
ENSMUSG00000087259.7	6	2	17	11	25	34
ENSMUSG00000087261.2	0	0	0	0	0	0
ENSMUSG00000087263.1	0	0	0	2	2	4
ENSMUSG00000087264.1	2	0	0	0	1	0
ENSMUSG00000087265.1	0	0	0	0	2	0
ENSMUSG00000087266.2	0	0	0	0	0	0
ENSMUSG00000087267.1	0	0	0	0	0	0
ENSMUSG00000087268.1	0	0	0	0	0	0
ENSMUSG00000087269.1	25	18	4	7	7	18
ENSMUSG00000087272.1	0	0	0	0	0	0
ENSMUSG00000087273.1	0	2	0	0	0	0
ENSMUSG00000087276.1	0	0	0	0	0	0
ENSMUSG00000087277.1	0	0	0	0	0	0
ENSMUSG00000087278.1	0	0	0	0	0	0
ENSMUSG00000087281.1	0	0	0	0	0	0
ENSMUSG00000087282.1	0	0	0	0	0	4
ENSMUSG00000087283.1	17	0	12	7	19	4
ENSMUSG00000087288.1	1	8	1	6	7	2
ENSMUSG00000087289.2	0	0	0	0	0	0
ENSMUSG00000087290.2	0	0	0	0	0	0
ENSMUSG00000087291.1	0	0	0	0	0	0
ENSMUSG00000087292.1	0	0	1	1	3	7
ENSMUSG00000087293.1	0	0	0	0	0	0
ENSMUSG00000087294.2	0	0	0	1	0	0
ENSMUSG00000087295.1	0	0	0	0	0	0
ENSMUSG00000087296.1	0	0	0	0	0	0
ENSMUSG00000087299.1	0	0	1	0	2	0
ENSMUSG00000087300.1	0	0	0	0	0	0
ENSMUSG00000087301.7	0	0	0	1	0	0
ENSMUSG00000087302.1	0	0	0	0	0	0
ENSMUSG00000087305.8	2	0	0	1	1	0
ENSMUSG00000087306.7	0	0	0	0	0	0
ENSMUSG00000087307.1	9	0	0	4	3	0
ENSMUSG00000087308.1	0	0	0	0	0	0
ENSMUSG00000087309.1	0	0	0	0	0	0
ENSMUSG00000087312.1	0	0	0	0	0	0
ENSMUSG00000087314.1	0	0	0	0	0	0
ENSMUSG00000087316.1	0	0	0	0	0	0
ENSMUSG00000087317.1	0	0	0	0	0	0
ENSMUSG00000087318.1	0	0	0	1	1	0
ENSMUSG00000087319.1	0	0	0	0	0	0
ENSMUSG00000087322.1	0	0	0	0	0	0
ENSMUSG00000087323.1	0	0	0	0	0	0
ENSMUSG00000087326.1	0	0	0	0	0	0
ENSMUSG00000087327.1	0	0	0	0	0	0
ENSMUSG00000087328.1	0	0	0	0	0	0
ENSMUSG00000087329.3	0	0	0	0	0	0
ENSMUSG00000087330.1	0	0	0	0	4	0
ENSMUSG00000087331.8	0	0	0	0	0	0
ENSMUSG00000087332.1	8	35	7	22	8	7
ENSMUSG00000087333.1	0	0	0	0	0	0
ENSMUSG00000087334.1	0	0	0	0	0	0
ENSMUSG00000087335.2	0	0	0	0	0	0
ENSMUSG00000087336.2	0	0	0	0	0	0
ENSMUSG00000087337.1	0	0	0	0	0	0
ENSMUSG00000087338.2	0	0	5	1	0	0
ENSMUSG00000087339.1	0	0	0	0	2	0
ENSMUSG00000087340.1	0	0	0	0	0	0
ENSMUSG00000087341.4	0	1	6	4	1	2
ENSMUSG00000087342.1	0	0	0	0	1	0
ENSMUSG00000087343.1	0	0	0	0	2	2
ENSMUSG00000087344.1	0	0	0	0	0	0
ENSMUSG00000087345.1	0	0	0	0	0	0
ENSMUSG00000087347.1	0	0	0	0	1	0
ENSMUSG00000087348.1	0	0	0	0	0	0
ENSMUSG00000087351.1	0	0	0	0	0	0
ENSMUSG00000087352.1	17	12	0	12	4	4
ENSMUSG00000087353.1	0	0	0	0	0	0
ENSMUSG00000087354.1	0	0	0	0	0	0
ENSMUSG00000087355.7	0	0	0	0	0	0
ENSMUSG00000087356.1	0	0	0	0	0	0
ENSMUSG00000087357.1	0	0	0	0	0	0
ENSMUSG00000087358.8	0	0	0	0	2	2
ENSMUSG00000087360.2	0	0	0	0	0	0
ENSMUSG00000087361.7	10	10	2	0	1	18
ENSMUSG00000087362.7	0	0	0	0	0	0
ENSMUSG00000087363.1	0	0	0	0	0	0
ENSMUSG00000087364.1	0	0	2	0	0	0
ENSMUSG00000087365.7	29	20	13	21	30	18
ENSMUSG00000087366.7	0	13	6	2	4	0
ENSMUSG00000087367.1	15	33	24	7	18	21
ENSMUSG00000087368.7	24	19	14	17	27	44
ENSMUSG00000087369.1	0	0	0	0	0	0
ENSMUSG00000087371.1	12	7	4	5	13	11
ENSMUSG00000087373.7	0	0	0	0	1	0
ENSMUSG00000087374.1	0	0	0	0	0	0
ENSMUSG00000087377.1	15	7	22	8	2	19
ENSMUSG00000087378.1	0	0	0	0	0	0
ENSMUSG00000087379.1	0	0	1	0	0	0
ENSMUSG00000087380.7	0	0	3	3	2	13
ENSMUSG00000087381.8	19	23	7	39	11	34
ENSMUSG00000087382.7	0	0	0	0	0	6
ENSMUSG00000087383.7	0	0	0	0	0	0
ENSMUSG00000087384.1	0	0	0	0	0	0
ENSMUSG00000087386.1	0	0	0	0	0	0
ENSMUSG00000087387.1	0	0	0	0	1	12
ENSMUSG00000087388.1	0	0	0	0	0	0
ENSMUSG00000087389.1	0	0	0	0	0	0
ENSMUSG00000087390.1	0	0	1	0	1	0
ENSMUSG00000087393.1	0	0	0	0	0	0
ENSMUSG00000087394.1	0	1	0	0	0	0
ENSMUSG00000087395.1	0	0	0	0	0	0
ENSMUSG00000087396.7	1	18	16	15	7	16
ENSMUSG00000087397.1	0	0	0	0	4	0
ENSMUSG00000087398.1	0	0	0	0	0	0
ENSMUSG00000087399.1	0	0	1	0	0	6
ENSMUSG00000087400.8	9	0	1	15	2	11
ENSMUSG00000087401.1	0	0	0	0	0	0
ENSMUSG00000087402.1	0	0	0	0	0	0
ENSMUSG00000087404.1	0	0	0	0	0	0
ENSMUSG00000087405.1	8	29	8	14	11	10
ENSMUSG00000087406.1	0	0	2	0	0	0
ENSMUSG00000087407.1	0	0	0	0	0	0
ENSMUSG00000087409.1	0	0	0	0	0	0
ENSMUSG00000087410.7	0	0	0	0	0	0
ENSMUSG00000087411.1	2	18	16	26	27	23
ENSMUSG00000087413.1	0	7	0	0	0	0
ENSMUSG00000087416.1	0	0	0	0	0	0
ENSMUSG00000087417.1	0	0	0	0	0	0
ENSMUSG00000087422.1	0	0	0	0	0	0
ENSMUSG00000087424.1	78	27	11	16	10	15
ENSMUSG00000087425.1	0	0	0	0	0	0
ENSMUSG00000087428.1	0	0	2	0	0	0
ENSMUSG00000087429.1	0	0	0	0	0	0
ENSMUSG00000087430.1	0	0	0	0	0	0
ENSMUSG00000087431.1	0	0	0	0	0	0
ENSMUSG00000087432.1	0	0	0	0	0	0
ENSMUSG00000087433.1	0	4	0	4	3	0
ENSMUSG00000087434.1	0	0	0	2	0	0
ENSMUSG00000087435.1	0	0	0	0	0	0
ENSMUSG00000087436.1	0	0	0	0	0	0
ENSMUSG00000087437.7	0	0	1	0	1	0
ENSMUSG00000087439.1	0	0	0	0	0	0
ENSMUSG00000087440.2	19	4	1	20	2	5
ENSMUSG00000087441.1	0	0	0	0	0	0
ENSMUSG00000087442.1	0	0	0	0	0	0
ENSMUSG00000087443.1	0	4	3	6	0	0
ENSMUSG00000087445.1	0	0	0	0	0	0
ENSMUSG00000087449.1	0	0	0	0	0	0
ENSMUSG00000087450.1	0	0	0	0	0	0
ENSMUSG00000087451.1	0	0	0	0	0	0
ENSMUSG00000087452.1	0	0	0	0	0	0
ENSMUSG00000087454.1	0	0	0	0	0	0
ENSMUSG00000087455.7	9	65	20	32	33	20
ENSMUSG00000087456.1	0	0	0	0	0	0
ENSMUSG00000087458.1	0	0	0	0	0	0
ENSMUSG00000087459.8	0	0	0	0	0	0
ENSMUSG00000087460.1	0	0	0	0	0	0
ENSMUSG00000087461.2	16	23	11	15	6	13
ENSMUSG00000087462.1	0	0	0	0	0	0
ENSMUSG00000087464.1	7	0	0	3	0	0
ENSMUSG00000087465.1	0	0	0	0	0	0
ENSMUSG00000087466.3	11	6	9	12	13	0
ENSMUSG00000087467.1	0	0	0	0	0	0
ENSMUSG00000087469.1	0	0	0	0	0	0
ENSMUSG00000087470.1	0	0	2	0	0	0
ENSMUSG00000087473.7	6	0	4	0	1	7
ENSMUSG00000087474.1	63	40	46	80	62	38
ENSMUSG00000087475.3	0	0	0	1	0	0
ENSMUSG00000087476.1	0	0	0	0	3	0
ENSMUSG00000087477.1	0	0	0	0	0	0
ENSMUSG00000087478.1	0	0	0	0	0	0
ENSMUSG00000087479.1	0	0	0	1	0	0
ENSMUSG00000087480.1	0	26	17	18	13	16
ENSMUSG00000087482.1	0	0	0	0	0	0
ENSMUSG00000087484.1	0	0	0	7	3	1
ENSMUSG00000087485.1	0	0	0	0	0	0
ENSMUSG00000087486.1	0	0	0	0	1	0
ENSMUSG00000087487.1	0	0	0	0	0	0
ENSMUSG00000087489.1	0	0	0	0	0	0
ENSMUSG00000087491.7	0	0	0	0	0	0
ENSMUSG00000087492.2	0	0	0	0	0	0
ENSMUSG00000087495.7	0	0	0	0	0	1
ENSMUSG00000087496.1	0	0	1	0	2	0
ENSMUSG00000087497.7	44	52	43	32	54	33
ENSMUSG00000087500.1	0	0	0	0	0	0
ENSMUSG00000087501.1	0	0	0	0	0	0
ENSMUSG00000087502.1	0	10	0	6	3	0
ENSMUSG00000087504.1	0	0	0	0	0	0
ENSMUSG00000087505.1	0	0	0	0	0	0
ENSMUSG00000087507.1	0	0	0	0	0	0
ENSMUSG00000087508.1	0	0	0	1	0	0
ENSMUSG00000087510.1	0	0	0	0	0	0
ENSMUSG00000087513.1	0	0	0	0	0	0
ENSMUSG00000087514.1	0	0	0	0	0	0
ENSMUSG00000087515.1	0	0	0	0	0	0
ENSMUSG00000087516.7	12	17	18	19	21	19
ENSMUSG00000087517.1	0	0	0	0	0	0
ENSMUSG00000087518.1	0	10	0	0	0	0
ENSMUSG00000087519.8	0	0	0	0	0	0
ENSMUSG00000087521.1	0	0	0	0	1	0
ENSMUSG00000087523.1	33	11	11	10	11	7
ENSMUSG00000087524.1	0	0	0	0	0	0
ENSMUSG00000087525.1	0	0	0	0	0	0
ENSMUSG00000087526.2	0	6	0	0	0	0
ENSMUSG00000087527.1	0	0	0	0	0	0
ENSMUSG00000087528.1	10	0	10	13	8	4
ENSMUSG00000087530.2	0	7	0	0	0	0
ENSMUSG00000087531.7	0	0	0	0	0	0
ENSMUSG00000087532.1	0	0	0	0	1	0
ENSMUSG00000087534.1	0	5	0	0	0	0
ENSMUSG00000087535.1	0	0	0	0	1	0
ENSMUSG00000087536.1	0	0	0	0	0	0
ENSMUSG00000087537.1	0	0	0	0	0	0
ENSMUSG00000087538.1	17	5	0	1	1	0
ENSMUSG00000087539.1	0	0	0	0	0	0
ENSMUSG00000087540.1	0	0	0	0	0	0
ENSMUSG00000087541.1	0	0	3	4	1	0
ENSMUSG00000087543.1	58	8	4	6	27	19
ENSMUSG00000087544.1	0	0	0	0	0	0
ENSMUSG00000087545.1	0	0	0	0	0	0
ENSMUSG00000087547.1	18	48	41	43	66	36
ENSMUSG00000087549.1	0	0	0	0	0	0
ENSMUSG00000087550.1	0	0	0	0	1	0
ENSMUSG00000087552.2	0	0	0	0	0	0
ENSMUSG00000087553.1	0	0	0	0	0	0
ENSMUSG00000087554.1	0	0	0	0	0	0
ENSMUSG00000087555.1	0	0	4	5	2	0
ENSMUSG00000087556.1	4	4	0	0	2	0
ENSMUSG00000087557.1	0	16	1	4	4	2
ENSMUSG00000087559.1	0	0	0	0	0	0
ENSMUSG00000087561.7	0	0	0	0	0	0
ENSMUSG00000087563.1	0	0	0	0	0	0
ENSMUSG00000087564.1	0	0	0	0	0	0
ENSMUSG00000087565.1	0	0	0	0	0	0
ENSMUSG00000087568.1	0	0	0	0	0	0
ENSMUSG00000087570.1	0	0	0	0	0	0
ENSMUSG00000087571.1	0	0	0	0	0	0
ENSMUSG00000087574.1	41	78	51	64	49	36
ENSMUSG00000087575.7	0	0	1	0	1	4
ENSMUSG00000087577.1	0	0	0	0	0	0
ENSMUSG00000087578.1	0	4	0	10	3	4
ENSMUSG00000087579.7	0	0	0	0	0	1
ENSMUSG00000087581.1	0	0	0	0	0	0
ENSMUSG00000087585.1	0	0	0	0	0	0
ENSMUSG00000087586.1	0	0	0	0	0	0
ENSMUSG00000087587.1	0	0	0	0	0	0
ENSMUSG00000087589.3	0	0	2	2	1	0
ENSMUSG00000087590.2	225	369	272	391	342	398
ENSMUSG00000087591.7	0	0	0	0	0	0
ENSMUSG00000087592.1	0	0	0	0	0	0
ENSMUSG00000087593.1	2	0	6	2	3	0
ENSMUSG00000087594.1	40	28	35	50	19	49
ENSMUSG00000087595.1	0	0	0	0	0	0
ENSMUSG00000087596.1	0	0	0	0	0	0
ENSMUSG00000087597.1	0	0	0	0	0	0
ENSMUSG00000087600.1	9	5	9	5	3	13
ENSMUSG00000087601.3	0	0	0	0	0	0
ENSMUSG00000087602.1	0	0	0	0	0	0
ENSMUSG00000087603.1	0	0	0	0	0	0
ENSMUSG00000087604.7	0	0	0	0	0	0
ENSMUSG00000087605.1	0	0	0	0	2	0
ENSMUSG00000087606.1	0	0	0	0	0	0
ENSMUSG00000087607.1	0	0	0	0	0	0
ENSMUSG00000087608.1	0	0	0	0	0	0
ENSMUSG00000087609.1	0	4	0	0	0	0
ENSMUSG00000087611.1	0	0	0	0	0	0
ENSMUSG00000087612.1	11	0	0	0	2	0
ENSMUSG00000087613.1	0	0	0	0	0	0
ENSMUSG00000087614.1	0	8	2	15	6	6
ENSMUSG00000087615.1	0	0	0	0	0	0
ENSMUSG00000087616.1	0	0	0	0	0	0
ENSMUSG00000087617.1	0	0	2	0	0	0
ENSMUSG00000087618.1	0	0	0	0	0	0
ENSMUSG00000087620.7	0	0	0	0	0	0
ENSMUSG00000087621.7	0	0	3	0	1	6
ENSMUSG00000087622.1	0	0	0	0	0	0
ENSMUSG00000087623.1	0	0	0	0	1	0
ENSMUSG00000087624.1	0	0	0	0	3	4
ENSMUSG00000087625.1	0	0	0	0	0	0
ENSMUSG00000087626.1	0	0	2	0	0	0
ENSMUSG00000087627.2	0	0	0	0	0	0
ENSMUSG00000087628.1	0	0	0	0	0	0
ENSMUSG00000087629.1	0	0	0	0	0	0
ENSMUSG00000087630.1	0	0	0	0	0	0
ENSMUSG00000087633.1	0	0	0	0	1	0
ENSMUSG00000087637.1	0	0	0	0	0	0
ENSMUSG00000087638.1	0	0	0	0	0	0
ENSMUSG00000087639.1	0	0	0	0	0	0
ENSMUSG00000087640.1	0	0	0	0	0	0
ENSMUSG00000087641.1	0	0	0	0	0	0
ENSMUSG00000087643.1	0	0	0	0	0	0
ENSMUSG00000087644.1	0	0	1	0	0	0
ENSMUSG00000087646.1	0	0	0	0	0	0
ENSMUSG00000087647.2	0	0	0	0	0	0
ENSMUSG00000087648.1	0	4	6	0	1	2
ENSMUSG00000087652.1	7	5	1	1	1	3
ENSMUSG00000087653.1	0	0	0	0	0	0
ENSMUSG00000087654.1	0	0	0	0	0	0
ENSMUSG00000087657.8	0	0	0	0	0	0
ENSMUSG00000087658.2	28	47	9	29	10	27
ENSMUSG00000087659.7	0	0	0	0	0	0
ENSMUSG00000087660.1	0	0	0	0	0	0
ENSMUSG00000087662.1	0	0	0	0	0	0
ENSMUSG00000087667.8	0	0	0	0	0	0
ENSMUSG00000087668.1	0	0	0	0	0	0
ENSMUSG00000087669.1	0	0	0	0	0	0
ENSMUSG00000087670.1	0	0	0	0	0	0
ENSMUSG00000087672.1	0	0	1	0	0	0
ENSMUSG00000087674.7	0	0	0	0	0	0
ENSMUSG00000087675.1	0	0	0	0	0	0
ENSMUSG00000087677.1	0	0	2	0	0	0
ENSMUSG00000087678.1	0	0	0	0	0	0
ENSMUSG00000087679.2	927	952	789	923	878	856
ENSMUSG00000087681.1	0	0	0	0	0	0
ENSMUSG00000087682.1	0	0	0	0	0	0
ENSMUSG00000087683.1	0	0	4	2	0	0
ENSMUSG00000087684.1	0	0	0	0	0	0
ENSMUSG00000087685.1	9	7	8	4	7	4
ENSMUSG00000087688.1	0	0	0	0	0	0
ENSMUSG00000087689.1	0	0	0	0	0	0
ENSMUSG00000087690.1	0	0	0	0	0	0
ENSMUSG00000087691.1	0	0	0	0	0	0
ENSMUSG00000087692.1	0	2	1	4	3	0
ENSMUSG00000087693.1	0	0	0	0	0	0
ENSMUSG00000087694.8	0	0	0	0	0	0
ENSMUSG00000087695.1	0	0	0	0	0	0
ENSMUSG00000087698.1	0	0	0	0	0	0
ENSMUSG00000087700.1	0	0	0	0	0	0
ENSMUSG00000087702.1	0	0	0	0	0	0
ENSMUSG00000087703.1	0	0	0	0	1	0
ENSMUSG00000087704.1	0	0	0	0	0	0
ENSMUSG00000089633.1	0	0	0	0	0	0
ENSMUSG00000089635.1	0	0	0	0	0	0
ENSMUSG00000089636.1	0	0	0	0	0	0
ENSMUSG00000089647.1	0	16	1	2	1	1
ENSMUSG00000089652.1	0	0	0	0	0	0
ENSMUSG00000089653.1	0	0	0	0	0	0
ENSMUSG00000089655.1	0	0	0	0	0	0
ENSMUSG00000089656.1	0	0	0	0	0	0
ENSMUSG00000089663.1	10	7	3	1	7	1
ENSMUSG00000089671.1	0	0	0	0	0	0
ENSMUSG00000089679.1	0	7	3	5	3	5
ENSMUSG00000089680.1	0	0	0	0	0	0
ENSMUSG00000089683.2	0	0	0	0	0	0
ENSMUSG00000089685.7	0	0	0	0	0	0
ENSMUSG00000089697.1	0	0	0	0	0	0
ENSMUSG00000089699.1	0	0	0	0	0	0
ENSMUSG00000089701.1	0	0	0	0	0	0
ENSMUSG00000089702.1	0	0	0	0	0	0
ENSMUSG00000089706.7	0	0	2	2	0	0
ENSMUSG00000089707.1	0	0	0	0	0	0
ENSMUSG00000089708.1	0	0	0	0	0	0
ENSMUSG00000089709.1	0	0	0	0	0	0
ENSMUSG00000089710.1	0	0	0	0	0	0
ENSMUSG00000089711.1	0	0	0	0	0	0
ENSMUSG00000089712.2	0	0	0	0	0	0
ENSMUSG00000089713.1	0	0	0	0	0	0
ENSMUSG00000089714.1	0	0	0	0	0	0
ENSMUSG00000089718.1	0	0	0	0	0	0
ENSMUSG00000089719.1	0	0	0	0	0	0
ENSMUSG00000089723.1	0	0	0	0	0	0
ENSMUSG00000089726.2	0	41	9	10	8	16
ENSMUSG00000089729.1	0	0	0	0	0	0
ENSMUSG00000089730.2	9	0	0	3	2	3
ENSMUSG00000089733.1	0	0	0	0	0	0
ENSMUSG00000089737.1	0	0	0	0	0	0
ENSMUSG00000089742.1	0	0	0	0	0	0
ENSMUSG00000089743.7	0	0	0	0	0	0
ENSMUSG00000089744.1	0	0	0	0	0	0
ENSMUSG00000089745.1	0	0	0	0	0	0
ENSMUSG00000089746.1	0	0	0	0	1	0
ENSMUSG00000089755.1	0	0	0	0	0	0
ENSMUSG00000089757.1	0	0	0	0	0	0
ENSMUSG00000089759.7	0	10	2	7	0	6
ENSMUSG00000089760.1	0	0	8	2	0	0
ENSMUSG00000089761.2	0	0	0	0	0	0
ENSMUSG00000089766.1	0	0	0	0	0	0
ENSMUSG00000089767.1	0	0	0	0	0	0
ENSMUSG00000089771.1	0	0	0	0	0	0
ENSMUSG00000089776.1	0	0	0	0	0	0
ENSMUSG00000089779.1	0	0	0	0	0	0
ENSMUSG00000089780.1	0	0	0	0	0	0
ENSMUSG00000089781.2	0	0	0	0	0	0
ENSMUSG00000089783.1	0	0	0	0	0	0
ENSMUSG00000089787.2	0	0	0	0	0	0
ENSMUSG00000089794.1	0	0	0	0	0	0
ENSMUSG00000089796.1	0	0	0	0	0	0
ENSMUSG00000089797.1	0	0	0	0	0	0
ENSMUSG00000089804.1	1	7	4	16	1	1
ENSMUSG00000089810.1	8	32	13	26	33	7
ENSMUSG00000089812.2	0	0	0	0	0	0
ENSMUSG00000089815.7	0	6	0	0	0	0
ENSMUSG00000089819.1	0	0	0	0	0	0
ENSMUSG00000089820.1	0	0	0	0	0	0
ENSMUSG00000089821.1	0	0	0	0	0	0
ENSMUSG00000089822.1	0	0	0	0	0	0
ENSMUSG00000089827.1	0	17	6	11	4	13
ENSMUSG00000089829.2	0	0	0	0	0	0
ENSMUSG00000089830.1	0	0	0	0	0	0
ENSMUSG00000089833.1	0	0	0	0	0	0
ENSMUSG00000089835.1	0	0	0	0	0	0
ENSMUSG00000089842.2	0	0	0	0	0	0
ENSMUSG00000089849.1	0	0	0	0	0	0
ENSMUSG00000089851.1	0	0	0	0	0	0
ENSMUSG00000089853.1	0	0	0	0	0	0
ENSMUSG00000089854.1	0	0	0	0	0	0
ENSMUSG00000089866.1	0	0	0	0	0	0
ENSMUSG00000089870.1	0	0	0	0	0	0
ENSMUSG00000089871.1	0	0	0	5	7	1
ENSMUSG00000089874.1	0	0	0	0	0	0
ENSMUSG00000089875.1	0	0	7	7	2	0
ENSMUSG00000089879.1	0	0	0	0	0	0
ENSMUSG00000089881.1	8	12	2	0	0	7
ENSMUSG00000089887.1	0	0	0	0	0	0
ENSMUSG00000089889.2	0	2	0	9	1	0
ENSMUSG00000089890.1	0	0	0	0	0	0
ENSMUSG00000089894.2	0	0	0	0	0	0
ENSMUSG00000089898.2	0	0	0	0	0	0
ENSMUSG00000089900.1	0	0	0	0	0	0
ENSMUSG00000089902.1	0	0	0	0	0	0
ENSMUSG00000089907.1	0	0	0	0	0	0
ENSMUSG00000089914.2	0	0	0	0	0	0
ENSMUSG00000089916.1	0	0	0	0	0	0
ENSMUSG00000089924.1	0	0	0	0	0	0
ENSMUSG00000089926.1	0	0	0	0	0	0
ENSMUSG00000089934.1	0	0	0	0	0	0
ENSMUSG00000089935.1	0	0	0	0	0	0
ENSMUSG00000089940.1	0	0	0	0	0	0
ENSMUSG00000089941.1	0	0	0	0	0	0
ENSMUSG00000089947.1	0	0	0	0	0	0
ENSMUSG00000089948.1	0	0	0	0	0	0
ENSMUSG00000089949.1	0	0	0	0	0	0
ENSMUSG00000089952.1	0	0	0	0	0	0
ENSMUSG00000089956.1	0	0	0	0	0	0
ENSMUSG00000089957.2	0	0	0	0	0	0
ENSMUSG00000089959.1	0	0	0	0	0	0
ENSMUSG00000089961.1	0	0	0	0	0	0
ENSMUSG00000089964.1	0	0	0	0	0	0
ENSMUSG00000089968.1	0	0	0	0	0	0
ENSMUSG00000089979.1	71	62	34	74	57	42
ENSMUSG00000089982.7	0	0	0	0	0	0
ENSMUSG00000089983.1	0	0	0	0	0	0
ENSMUSG00000089990.1	0	0	0	0	0	0
ENSMUSG00000089994.1	0	0	0	0	2	0
ENSMUSG00000089995.2	0	0	0	0	0	0
ENSMUSG00000089997.1	0	0	0	0	2	0
ENSMUSG00000089998.2	0	0	1	2	0	0
ENSMUSG00000090002.1	0	0	0	0	0	0
ENSMUSG00000090003.1	0	0	0	0	0	0
ENSMUSG00000090005.1	0	0	0	0	0	0
ENSMUSG00000090006.1	0	0	0	0	0	0
ENSMUSG00000090009.1	0	0	0	0	0	0
ENSMUSG00000090012.1	0	0	0	0	0	0
ENSMUSG00000090013.1	13	0	0	2	1	3
ENSMUSG00000090016.1	0	0	0	0	0	0
ENSMUSG00000090017.1	0	0	0	0	0	0
ENSMUSG00000090023.1	0	18	6	6	4	3
ENSMUSG00000090024.1	0	0	0	0	0	0
ENSMUSG00000090026.1	0	0	0	0	0	0
ENSMUSG00000090030.1	8	0	0	0	0	0
ENSMUSG00000090031.2	9	13	0	6	5	28
ENSMUSG00000090033.1	0	0	0	0	7	0
ENSMUSG00000090034.1	0	0	0	0	0	0
ENSMUSG00000090038.7	0	0	0	0	0	0
ENSMUSG00000090039.1	12	12	6	5	8	15
ENSMUSG00000090048.1	0	0	0	0	0	0
ENSMUSG00000090050.1	0	0	0	0	0	0
ENSMUSG00000090054.1	0	0	0	0	0	0
ENSMUSG00000090057.1	0	0	0	0	0	0
ENSMUSG00000090062.1	0	0	0	0	0	0
ENSMUSG00000090063.6	0	0	0	0	0	0
ENSMUSG00000090069.2	0	0	0	0	1	0
ENSMUSG00000090070.1	0	0	0	0	0	0
ENSMUSG00000090073.1	0	0	0	0	0	0
ENSMUSG00000090075.1	0	8	0	0	1	0
ENSMUSG00000090079.1	0	0	0	0	0	0
ENSMUSG00000090080.2	0	0	0	0	0	0
ENSMUSG00000090081.1	0	0	0	0	0	0
ENSMUSG00000090086.7	78	80	61	61	26	87
ENSMUSG00000090087.1	0	0	0	0	0	0
ENSMUSG00000090088.1	0	0	0	0	0	0
ENSMUSG00000090101.1	0	14	1	6	10	1
ENSMUSG00000090103.1	0	0	0	0	0	0
ENSMUSG00000090104.1	0	0	0	0	0	0
ENSMUSG00000090105.2	0	0	0	0	0	0
ENSMUSG00000090116.1	0	0	0	0	0	0
ENSMUSG00000090117.7	0	0	0	0	0	0
ENSMUSG00000090118.1	2444	2663	1586	2698	1965	2600
ENSMUSG00000090120.1	0	11	0	0	1	0
ENSMUSG00000090135.1	0	0	0	0	0	0
ENSMUSG00000090146.1	0	0	0	0	0	0
ENSMUSG00000090151.1	0	0	0	0	0	0
ENSMUSG00000090157.7	0	0	0	0	0	4
ENSMUSG00000090160.1	0	0	0	0	0	0
ENSMUSG00000090163.1	0	0	0	0	0	0
ENSMUSG00000090168.1	0	0	0	0	0	0
ENSMUSG00000090174.1	0	0	0	0	0	0
ENSMUSG00000090185.1	0	0	0	0	0	0
ENSMUSG00000090191.1	3	0	0	7	2	1
ENSMUSG00000090192.1	0	0	0	0	0	0
ENSMUSG00000090193.1	0	0	0	0	0	6
